origin,dest,distance
-122.373607947.6609393,-122.373610847.661439,0
-122.373605147.6795425,-122.373619347.6814242,1
-122.357071247.6699423,-122.357273547.6698026,0
-122.318056947.6268203,-122.318019447.6284237,0
-122.317825347.621102,-122.317809247.6219709,0
-122.317788247.6231053,-122.317791147.6242718,1
-122.318072947.6253559,-122.318060747.6264723,0
-122.317791147.6242718,-122.317783847.6249834,1
-122.317809247.6219709,-122.317788247.6231053,1
-122.31822147.6199326,-122.318232847.6210992,1
-122.318210947.6187653,-122.31822147.6199326,1
-122.318373447.6444944,-122.318377247.6445755,0
-122.318464647.6432082,-122.318426947.6432272,0
-122.318318347.645616,-122.318317947.6457033,0
-122.317962747.6395567,-122.317963247.6396239,0
-122.31797247.6408499,-122.317971747.6408992,0
-122.317978247.6372352,-122.317975547.6383953,1
-122.31802247.6359947,-122.31799447.6360713,1
-122.318025069115447.63592034795329,-122.31802247.6359947,0
-122.318061447.6350402,-122.318025069115447.63592034795329,0
-122.348047347.528317,-122.348034747.5264836,1
-122.348017847.5332901,-122.348047447.5319269,0
-122.348047447.5319269,-122.348049247.53013,0
-122.348049247.53013,-122.348047347.528317,0
-122.347980547.5228158,-122.347981647.522545,1
-122.348030147.5246554,-122.347980547.5228158,0
-122.348034747.5264836,-122.348034147.5262342,0
-122.34798847.5209883,-122.347988947.5175623,12
-122.311555547.6016905,-122.311555247.6020985,0
-122.2689157786081947.661248267075024,-122.268868147.6612486,0
-122.270656647.6612426,-122.270428347.6612423,2
-122.269884947.6612415,-122.2689157786081947.661248267075024,2
-122.2871663013019147.661379184459555,-122.28717147.6613837,0
-122.286830647.6612838,-122.286996747.6612838,0
-122.406071747.6382594,-122.405748747.6383129,5
-122.40436547.6395481,-122.404352547.6396528,4
-122.26698247.6659678,-122.266851547.6660028,0
-122.26414847.6667139,-122.263413447.6669054,0
-122.265947347.6662448,-122.26414847.6667139,0
-122.379134147.7032075,-122.379499947.7037684,0
-122.380099247.7042909,-122.380488947.704539,0
-122.380488947.704539,-122.381136947.7050331,0
-122.378676647.7026192,-122.378856147.7028118,0
-122.376782547.7016438,-122.376877747.7017641,0
-122.382292647.7037957,-122.382585347.7036816,2
-122.38499347.7036651,-122.385210147.7036282,8
-122.3839447.703519,-122.384597547.7036354,2
-122.35611847.6577318,-122.355565247.6577286,3
-122.355460747.6577487,-122.355385247.6577614,1
-122.356651347.6577265,-122.35611847.6577318,1
-122.357558347.6577001,-122.357535147.6577157,1
-122.357260347.6577307,-122.356651347.6577265,1
-122.331405647.6579485,-122.330206647.6579413,0
-122.333795447.6579684,-122.332602147.6579585,0
-122.332602147.6579585,-122.331405647.6579485,0
-122.330206647.6579413,-122.329016747.6579368,0
-122.329016747.6579368,-122.328561747.657925,0
-122.335007647.657984,-122.333795447.6579684,0
-122.337408547.6579398,-122.337355647.6579763,0
-122.336228547.6579835,-122.335007647.657984,0
-122.3423110146634247.65802127487098,-122.340788447.6580136,0
-122.339728647.6580082,-122.338625847.6580025,0
-122.340788447.6580136,-122.339728647.6580082,0
-122.344598947.6580222,-122.344078347.6580199,1
-122.343542747.6580175,-122.343010847.6580191,0
-122.34231647.6580213,-122.3423110146634247.65802127487098,0
-122.362981847.5501017,-122.362325447.5500974,0
-122.3630220016048947.5501019649664,-122.362981847.5501017,0
-122.365584947.5501188,-122.364429847.5501114,1
-122.364360547.5501107,-122.363694947.5501064,1
-122.366211547.5501229,-122.365584947.5501188,0
-122.383763147.5853291,-122.384331747.5853355,0
-122.383102947.5853222,-122.383763147.5853291,0
-122.318621847.5635167,-122.318675647.5616932,0
-122.318590747.5645716,-122.318621847.5635167,3
-122.270209547.5555642,-122.269825947.5555583,1
-122.282008247.5321757,-122.280802247.5321769,6
-122.371690347.6347464,-122.371672747.6358855,0
-122.371746447.6320913,-122.371720347.6323351,0
-122.371716947.6335462,-122.371690347.6347464,0
-122.371720347.6323351,-122.371716947.6335462,0
-122.398260144835647.56142699426281,-122.398326647.5594209,6
-122.39820847.5630011,-122.398260144835647.56142699426281,0
-122.290269647.5453237,-122.289822447.5453185,0
-122.351491347.6262978,-122.351485647.6271782,3
-122.351488247.6254258,-122.351491347.6262978,1
-122.351481147.6245678,-122.351484247.6249481,1
-122.351485647.6271782,-122.35146447.6275593,3
-122.351751847.6432683,-122.35175447.64342,1
-122.351273147.6297525,-122.351317547.6298549,0
-122.35133847.63142,-122.351337347.6314506,0
-122.351947947.635721,-122.35196147.6365676,1
-122.35196147.6365676,-122.351947947.6374136,2
-122.351943647.6382667,-122.351937747.6386701,0
-122.351947947.6374136,-122.351943647.6382667,1
-122.351951947.6348639,-122.351947947.635721,0
-122.351958847.6340119,-122.351951947.6348639,0
-122.351965647.633172,-122.351958847.6340119,0
-122.35144447.6281267,-122.3514439502818947.62813692259706,0
-122.351439647.6289358,-122.351451647.6292377,2
-122.3514439502818947.62813692259706,-122.351442247.6284968,0
-122.274554447.6940178,-122.274932547.6940646,1
-122.334214147.5673154,-122.333952947.5673156,0
-122.270758347.5664748,-122.269497947.5664729,1
-122.272010747.5664731,-122.270758347.5664748,1
-122.275770547.5664716,-122.274507747.5664698,0
-122.27325847.5664715,-122.272010747.5664731,2
-122.274507747.5664698,-122.27325847.5664715,0
-122.296923147.5662612,-122.296820447.5662763,0
-122.28075847.5664709,-122.279545147.5664718,0
-122.330017947.5923053,-122.330031547.5922655,0
-122.330053347.5743767,-122.330053547.5737026,1
-122.33003747.57772,-122.33003747.5765842,0
-122.33003747.57552,-122.330044447.5749983,1
-122.32999547.5798106,-122.330006347.5792498,0
-122.33027747.6017203,-122.330276147.6015981,1
-122.330132547.5367231,-122.3301547.5355739,0
-122.330748647.5245622,-122.330748647.5240622,0
-122.330909247.5556702,-122.33090547.5550922,1
-122.330948647.55868,-122.330927447.5586174,0
-122.330925347.5574049,-122.330923747.5572296,1
-122.330903647.5548978,-122.330910947.554524,0
-122.330917343725647.55419763400594,-122.330918347.5541492,0
-122.33094247.5518796,-122.330955847.5514292,1
-122.330936347.5526999,-122.330939247.5522892,1
-122.330918347.5541492,-122.33091947.5540034,1
-122.330921347.5534133,-122.330927747.5531139,1
-122.330697547.522809,-122.330637347.520988,0
-122.330783447.5235781,-122.330697547.522809,0
-122.330851147.5444591,-122.330832947.5437443,2
-122.325395147.5688794,-122.325385947.5680372,0
-122.325028447.6000264,-122.325029747.5998397,2
-122.325439347.5545673,-122.3254319206929647.55415088290133,0
-122.3254319206929647.55415088290133,-122.325431447.5541215,0
-122.325419347.5533742,-122.325412247.5530089,0
-122.325431447.5541215,-122.325419347.5533742,0
-122.3604802272123247.63232231795363,-122.360480247.6323239,0
-122.360516647.630453,-122.360497747.6313065,1
-122.360497747.6313065,-122.3604802272123247.63232231795363,0
-122.360534947.6295819,-122.360516647.630453,0
-122.360987947.6323243,-122.360980847.6335247,2
-122.360981947.6347596,-122.360975847.6355332,1
-122.360980847.6335247,-122.360981947.6347596,0
-122.360978347.6377673,-122.360979447.6383868,0
-122.360979447.6383868,-122.360934247.6395869,1
-122.360975447.6371817,-122.360978347.6377673,0
-122.360972547.6359557,-122.360975447.6371817,1
-122.398803247.6972119,-122.398162747.6977736,0
-122.265086847.5198538,-122.2650878831839747.519824459843136,0
-122.26567747.5594323,-122.265678447.5583221,3
-122.265688447.56061,-122.26567747.5594323,0
-122.265877447.5548288,-122.265871447.5544833,1
-122.265874847.5555549,-122.265877447.5548288,1
-122.265864647.5540966,-122.265855547.5533544,3
-122.265872947.556282,-122.265874847.5555549,4
-122.266224347.5375722,-122.266198947.5375179,4
-122.265221747.5295293,-122.265220247.5294157,1
-122.264955847.5285537,-122.264905947.5278495,11
-122.264905947.5278495,-122.264869547.5273241,11
-122.404915947.6395475,-122.40491447.6396607,3
-122.2757028742188747.55821165951733,-122.274470147.5582283,2
-122.274470147.5582283,-122.273197747.5582331,0
-122.273197747.5582331,-122.271963947.5582346,1
-122.270709747.5582481,-122.269466947.5582497,0
-122.271963947.5582346,-122.270709747.5582481,0
-122.278222147.558199,-122.27699347.5581954,2
-122.275722147.5582114,-122.2757028742188747.55821165951733,2
-122.27699347.5581954,-122.275722147.5582114,4
-122.280722547.5581921,-122.279473347.5581944,0
-122.279473347.5581944,-122.278222147.558199,2
-122.268816447.5582591,-122.268174447.5582615,3
-122.310565547.559037,-122.310071747.5590369,0
-122.314170847.5590373,-122.313438347.5590372,0
-122.313438347.5590372,-122.311849947.5590371,1
-122.297440747.558485,-122.296844547.5584693,1
-122.300365747.558562,-122.29977247.5585464,0
-122.299166347.5585305,-122.298985647.5585257,0
-122.30389947.5580385,-122.303244347.5581228,1
-122.302650647.558221,-122.302169147.5584836,1
-122.304149447.5580032,-122.303972447.5580282,1
-122.301564347.5585936,-122.300962547.5585778,0
-122.298006147.5584999,-122.297440747.558485,0
-122.317837647.5586657,-122.317177747.5586661,0
-122.316094247.5586679,-122.315533247.5586631,1
-122.276463647.5442385,-122.275397247.5442508,2
-122.278149347.544229,-122.276463647.5442385,0
-122.275397247.5442508,-122.274599847.5442568,3
-122.27976747.5442063,-122.278149347.544229,2
-122.280824447.5442099,-122.27976747.5442063,1
-122.284401947.54389,-122.284193647.5438891,0
-122.292815447.5443295,-122.29276147.5443418,0
-122.293669247.5443544,-122.292815447.5443295,0
-122.295843647.5444035,-122.295323547.544394,0
-122.294764847.5443849,-122.294217347.544372,0
-122.2968920605238947.54443085704496,-122.296360847.5444146,0
-122.302292547.5442827,-122.299999647.5442626,0
-122.328184847.675164,-122.325458647.6751248,0
-122.263498647.6750027,-122.262065147.6750027,1
-122.2635332078957647.67501779681167,-122.263498647.6750027,1
-122.263851447.6751566,-122.2635332078957647.67501779681167,1
-122.320051647.6749808,-122.319377147.6749828,0
-122.412149247.5723306,-122.412859147.5723355,1
-122.410863847.5722963,-122.412149247.5723306,1
-122.40679147.5722747,-122.407369147.5722643,0
-122.403830847.5722284,-122.404589847.5722451,1
-122.403734547.5722267,-122.403830847.5722284,0
-122.404589847.5722451,-122.40679147.5722747,1
-122.402805947.5722106,-122.403734547.5722267,0
-122.375184947.5719741,-122.375540447.5719725,0
-122.360201947.5720837,-122.35977447.571799,0
-122.392090647.5720865,-122.392771147.5720929,0
-122.39476947.5721004,-122.395427147.5721019,0
-122.393444147.5720992,-122.394087147.5720998,0
-122.390789147.5720742,-122.391715747.572083,0
-122.389458747.5720617,-122.390101447.5720677,0
-122.39613947.57212,-122.396569847.5721271,0
-122.386786847.5720364,-122.386894647.5720215,0
-122.388101547.5720444,-122.388774747.5720552,0
-122.346255847.5714836,-122.346360547.571484,0
-122.344747747.6497539,-122.344739147.6501426,6
-122.344741247.6527268,-122.344735947.6533527,4
-122.344739147.6505671,-122.344741247.6527268,8
-122.344768347.648823,-122.3447647.6492887,3
-122.413581147.65267,-122.413830647.6523821,0
-122.281429647.6203683,-122.281523347.6203248,0
-122.281608347.6200734,-122.281274847.6201206,0
-122.318771347.6801824,-122.318174747.680178,0
-122.319832647.6801962,-122.318771347.6801824,0
-122.317449647.6801727,-122.315667847.6801617,0
-122.279646347.6800379,-122.278661847.6800203,1
-122.276271947.680111,-122.275359947.6801072,0
-122.289458547.6067947,-122.289432147.6079442,0
-122.289573547.6054704,-122.289571547.6055318,0
-122.381118947.5880016,-122.38107447.5879582,0
-122.322352947.6395496,-122.322250147.6395492,1
-122.31726847.639546,-122.317150347.6395476,0
-122.317007347.6395496,-122.316899447.6395482,0
-122.316065847.6395395,-122.315968947.6395311,1
-122.316196847.6395394,-122.316065847.6395395,0
-122.317962747.6395567,-122.317871547.6395553,0
-122.32137947.639546,-122.321295447.6395465,2
-122.319011947.6395534,-122.318948247.6395536,0
-122.32006547.6395542,-122.319975147.6395541,2
-122.32468547.6397434,-122.324595147.6397435,7
-122.327103847.6397207,-122.32703247.6397207,2
-122.325885147.6397208,-122.325785547.6397232,4
-122.329436947.6397224,-122.328431547.6397305,1
-122.328361847.6397311,-122.328291947.63973,1
-122.329451947.6397225,-122.329436947.6397224,0
-122.280811747.6391179,-122.280178747.6391169,0
-122.281407847.6391191,-122.280811747.6391179,1
-122.279617347.6391161,-122.279046247.6391089,0
-122.278465347.6391016,-122.277769947.6390961,0
-122.305531947.6395479,-122.305455647.6395474,0
-122.302068447.6395281,-122.301940447.6395275,0
-122.303816447.6395368,-122.303255247.639534,0
-122.300497347.6395202,-122.300358347.6395231,0
-122.306596547.6395485,-122.305619347.6395479,0
-122.30736347.6396139,-122.307192947.6395616,1
-122.352737647.7029071,-122.350857847.7028877,1
-122.355418547.7029036,-122.354832847.7029016,0
-122.347342947.7028753,-122.34527947.7028938,4
-122.350857847.7028877,-122.350557247.70289,3
-122.336409547.6628323,-122.335148747.6628312,0
-122.337666347.6628334,-122.336409547.6628323,0
-122.339158947.6628349,-122.337666347.6628334,0
-122.335148747.6628312,-122.333718547.6628299,0
-122.343760447.6628606,-122.342110447.6628521,0
-122.344604647.6628688,-122.343760447.6628606,1
-122.34609747.66286,-122.344604647.6628688,3
-122.347256547.6628595,-122.34609747.66286,1
-122.341596747.6628477,-122.341400147.6628452,0
-122.340646947.6628335,-122.339158947.6628349,0
-122.342110447.6628521,-122.341596747.6628477,0
-122.28559247.6038983,-122.285199147.6040737,15
-122.284601347.6050876,-122.284571947.6059219,13
-122.286042547.6017637,-122.286208647.6022992,3
-122.285985347.6027826,-122.285803347.6028979,9
-122.286208647.6022992,-122.286182447.6025175,6
-122.363428347.7027456,-122.363423247.7030454,0
-122.363428347.7027456,-122.36367147.7026113,0
-122.362053747.7034686,-122.362096147.7034565,1
-122.404962647.6455616,-122.405855447.6455718,3
-122.324277447.6276578,-122.324245547.6288592,4
-122.324307247.6254072,-122.324277447.6276578,4
-122.385985647.6521653,-122.38651947.6521623,1
-122.383242647.6521735,-122.384026147.6521763,4
-122.384698247.6521725,-122.385336247.652169,1
-122.409995547.6522648,-122.410533247.6520699,0
-122.408942647.6522805,-122.409663347.6522794,1
-122.407858747.6522821,-122.408942647.6522805,1
-122.405752647.6522748,-122.406803847.6522835,0
-122.404682847.6522686,-122.405752647.6522748,0
-122.406803847.6522835,-122.407318947.6522828,0
-122.369280147.6522375,-122.36947947.6522371,2
-122.371576847.6521839,-122.371661947.6521706,0
-122.372304847.6521883,-122.372414547.6521964,0
-122.370143547.6522359,-122.370825247.6522296,1
-122.392871547.6522793,-122.393558447.6522776,0
-122.39420847.652276,-122.394899947.6522743,0
-122.416818447.6516722,-122.416960947.6517873,1
-122.414711547.6529145,-122.416129847.6527219,0
-122.412307847.6532578,-122.413581147.65267,0
-122.413581147.65267,-122.414711547.6529145,0
-122.290459447.5899939,-122.289176247.589984,0
-122.268558647.6847596,-122.268559647.6848641,5
-122.361160547.6395867,-122.3611724218385647.63959364813573,0
-122.3611724218385647.63959364813573,-122.3616247.6398545,0
-122.363489947.6412472,-122.363613547.6414201,0
-122.362283847.6402329,-122.362945747.6407181,0
-122.359589247.6397163,-122.359420447.6399032,3
-122.273069347.6934825,-122.272612547.6936674,1
-122.332694947.6487545,-122.332692347.6491948,0
-122.332596647.7059429,-122.33259147.7068341,1
-122.33207947.6868788,-122.332090847.6886481,0
-122.332090847.6886481,-122.332118347.690357,0
-122.331600747.6834136,-122.331636447.6850902,0
-122.331636447.6850902,-122.33163547.6852418,1
-122.331579547.6825841,-122.331597147.6830036,0
-122.285937747.5157295,-122.28455947.5157217,0
-122.28455947.5157217,-122.281432647.5156891,4
-122.270871547.6649224,-122.273318447.6666942,0
-122.313796147.5884793,-122.313682547.5884789,0
-122.32347147.5882478,-122.322256547.5882486,0
-122.327163947.5882291,-122.326326247.588232,0
-122.325921247.5882334,-122.324688247.5882406,0
-122.335122647.5882195,-122.334930847.5882162,0
-122.336628847.5882798,-122.33655247.5882481,0
-122.334196947.5882035,-122.333860347.588198,0
-122.288075247.5876696,-122.286852747.5876569,2
-122.28931147.5876782,-122.288075247.5876696,1
-122.290746247.5876847,-122.290534847.5876838,0
-122.291506447.5876882,-122.290746247.5876847,0
-122.290534847.5876838,-122.28931147.5876782,0
-122.294918447.5879941,-122.293606847.5879934,0
-122.292546547.5879924,-122.292460147.588025,2
-122.293606847.5879934,-122.292546547.5879924,2
-122.317930847.5884354,-122.317505147.5884315,0
-122.296214462476147.62281865920708,-122.296195747.6228314,0
-122.29668147.6225018,-122.29630647.6227565,0
-122.297069947.6222777,-122.29668147.6225018,1
-122.346489347.6116047,-122.346409247.6116696,0
-122.326579947.6192194,-122.32527547.6192299,2
-122.324436347.6129814,-122.324456447.6139971,2
-122.324483347.6163584,-122.324513147.6177489,1
-122.324471147.6152366,-122.324483347.6163584,0
